*** New Session***
25-7-2018 15:56:54
Product Name: 30 Flux
25435437 : Rx: [10][19][9E][DE][F3][0F][FF][34]
25435687 : Rx: [19][C5][4A][FE][C1][DB][20][33]
25435937 : Rx: [10][19][A0][E0][0F][10][FF][34]
25436187 : Rx: [19][C6][4A][D9][C2][DB][20][33]
25436437 : Rx: [10][19][A2][E1][BB][0F][FF][34]
25436687 : Rx: [19][C7][4A][A9][C3][D0][20][33]
25436937 : Rx: [10][19][A4][E3][68][0F][FF][34]
25437187 : Rx: [19][C8][4C][82][C4][D9][20][33]
25437437 : Rx: [10][19][A6][E5][D7][0F][FF][34]
25437687 : Rx: [19][C9][4C][5B][C5][D9][20][33]
25437937 : Rx: [10][19][A8][E7][F3][0F][FF][34]
25438187 : Rx: [19][CA][4C][2D][C6][D2][20][33]
25438437 : Rx: [10][19][AA][E9][4C][0F][FF][34]
25438687 : Rx: [19][CB][4C][EF][C6][C2][20][33]
25438937 : Rx: [10][19][AC][EB][BB][0F][FF][34]
25439187 : Rx: [50][FF][FF][01][59][00][54][0B]
25439437 : Rx: [50][FF][FF][01][59][00][54][0B]
25439687 : Rx: [19][CC][4C][97][C7][A8][20][33]
25439937 : Rx: [10][19][B0][EE][C7][0D][FF][34]
25440187 : Rx: [19][CD][4C][60][C8][C9][20][33]
25440437 : Rx: [10][19][B2][F1][68][0F][FF][34]
25440687 : Rx: [19][CE][4C][30][C9][D0][20][33]
25440937 : Rx: [10][19][B4][F3][D7][0F][FF][34]
25441187 : Rx: [19][CF][4C][0A][CA][DA][20][33]
25441437 : Rx: [10][19][B6][F4][F3][0F][FF][34]
25441687 : Rx fail
25441937 : Rx fail
25442187 : Rx: [19][D1][4C][C1][CB][DE][20][33]
25442437 : Rx fail
25442687 : Rx fail
25442937 : Rx: [10][19][BC][FA][0F][10][FF][34]
25443187 : Rx: [19][D3][4C][7F][CD][E3][20][33]
25443437 : Rx: [10][19][BE][FC][B5][10][FF][34]
25443687 : Rx: [19][D4][4A][68][CE][E9][20][33]
25443937 : Rx: [10][19][C0][FE][ED][10][FF][34]
25444187 : Rx: [19][D5][4A][56][CF][EE][20][33]
25444437 : Rx: [10][19][C2][00][24][11][FF][34]
25444687 : Rx: [19][D6][4A][4F][D0][F9][20][33]
25444937 : Rx: [10][19][C4][02][5C][11][FF][34]
25445187 : Rx: [19][D7][4A][47][D1][F8][20][33]
25445437 : Rx: [10][19][C6][05][5C][11][FF][34]
25445687 : Rx: [19][D8][4A][3F][D2][F8][20][33]
25445937 : Rx: [10][19][C8][07][40][11][FF][34]
25446187 : Rx: [19][D9][4A][34][D3][F5][20][33]
25446437 : Rx: [10][19][CA][09][ED][10][FF][34]
25446687 : Rx: [19][DA][4A][24][D4][F0][20][33]
25446937 : Rx fail
25447187 : Rx: [19][DB][4A][12][D5][EE][20][33]
25447437 : Rx: [10][19][CE][0D][ED][10][FF][34]
25447687 : Rx: [F0][00][00][00][00][00][00][00]
25447937 : Rx: [10][19][D0][0F][24][11][FF][34]
25448187 : Rx: [19][DC][4A][05][D6][F3][20][33]
25448437 : Rx: [10][19][D2][11][40][11][FF][34]
25448687 : Rx: [19][DD][4A][FB][D6][F6][20][33]
25448937 : Rx: [10][19][D4][13][40][11][FF][34]
25449187 : Rx: [19][DE][4C][F1][D7][F6][20][33]
25449437 : Rx: [10][19][D6][15][40][11][FF][34]
25449687 : Rx: [19][DF][4C][E4][D8][F3][20][33]
25449937 : Rx: [10][19][D8][17][24][11][FF][34]
25450187 : Rx: [19][E0][4C][CC][D9][E8][20][33]
25450437 : Rx: [10][19][DA][19][D1][10][FF][34]
25450687 : Rx: [19][E1][4C][B8][DA][EC][20][33]
25450937 : Rx: [10][19][DC][1B][D1][10][FF][34]
25451187 : Rx: [19][E2][4C][A4][DB][EC][20][33]
25451437 : Rx fail
25451687 : Rx fail
25451937 : Rx fail
25452187 : Rx: [19][E4][4B][81][DD][EF][20][33]
25452437 : Rx: [10][19][E2][22][ED][10][FF][34]
25452687 : Rx: [19][E5][4B][6E][DE][ED][20][33]
25452937 : Rx: [10][19][E4][24][ED][10][FF][34]
25453187 : Rx: [19][E6][4B][5C][DF][EE][20][33]
25453437 : Rx: [10][19][E6][26][09][11][FF][34]
25453687 : Rx: [19][E7][4B][4B][E0][EF][20][33]
25453937 : Rx: [10][19][E8][28][ED][10][FF][34]
25454187 : Rx: [19][E8][4B][38][E1][ED][20][33]
25454437 : Rx: [10][19][EA][2B][CB][11][FF][34]
25454687 : Rx: [19][E9][4A][37][E2][FF][20][33]
25454937 : Rx: [10][19][EC][2C][CB][11][FF][34]
25455187 : Rx fail
25455437 : Rx fail
25455687 : Rx fail
25455937 : Rx: [51][FF][02][14][87][9E][5C][33]
25456187 : Rx: [19][EB][4A][30][E4][05][21][33]
25456437 : Rx: [10][19][F2][33][CB][11][FF][34]
25456687 : Rx: [19][EC][4A][30][E5][00][21][33]
25456937 : Rx: [10][19][F4][35][CB][11][FF][34]
25457187 : Rx: [19][ED][4C][36][E6][06][21][33]
25457437 : Rx: [10][19][F6][37][03][12][FF][34]
25457687 : Rx: [19][EE][4C][35][E7][FF][20][33]
25457937 : Rx: [10][19][F8][39][72][12][FF][34]
25458187 : Rx: [19][EF][4C][49][E8][14][21][33]
25458437 : Rx: [10][19][FA][3C][8E][12][FF][34]
25458687 : Rx: [19][F0][4C][59][E9][10][21][33]
25458937 : Rx: [10][19][FC][3E][72][12][FF][34]
25459187 : Rx: [19][F1][4C][6D][EA][14][21][33]
25459437 : Rx: [10][19][FE][40][A9][12][FF][34]
25459687 : Rx fail
25459937 : Rx: [10][19][00][42][56][12][FF][34]
25460187 : Rx fail
25460437 : Rx: [10][19][02][45][56][12][FF][34]
25460687 : Rx: [19][F4][50][8E][ED][0D][21][33]
25460937 : Rx: [10][19][04][47][56][12][FF][34]
25461187 : Rx: [19][F5][50][9B][EE][0D][21][33]
25461437 : Rx: [10][19][06][49][72][12][FF][34]
25461687 : Rx: [19][F6][50][A3][EF][08][21][33]
25461937 : Rx: [10][19][08][4B][3A][12][FF][34]
25462187 : Rx: [19][F7][50][B1][F0][0E][21][33]
25462437 : Rx: [10][19][0A][4D][56][12][FF][34]
25462687 : Rx: [19][F8][51][C2][F1][11][21][33]
25462937 : Rx: [10][19][0C][50][A9][12][FF][34]
25463187 : Rx: [19][F9][51][D5][F2][13][21][33]
25463437 : Rx: [10][19][0E][52][8E][12][FF][34]
25463687 : Rx: [19][FA][51][E6][F3][11][21][33]
25463937 : Rx: [10][19][10][54][A9][12][FF][34]
25464187 : Rx: [F0][00][00][00][00][00][00][00]
25464437 : Rx: [10][19][12][57][A9][12][FF][34]
25464687 : Rx: [19][FB][51][FC][F4][16][21][33]
25464937 : Rx: [10][19][14][59][C5][12][FF][34]
25465187 : Rx: [19][FC][51][13][F6][17][21][33]
25465437 : Rx: [10][19][16][5B][C5][12][FF][34]
25465687 : Rx: [19][FD][51][29][F7][16][21][33]
25465937 : Rx: [10][19][18][5D][FD][12][FF][34]
25466187 : Rx: [19][FE][51][42][F8][19][21][33]
25466437 : Rx: [10][19][1A][60][E1][12][FF][34]
25466687 : Rx: [19][FF][51][57][F9][15][21][33]
25466937 : Rx: [10][19][1C][62][C5][12][FF][34]
25467187 : Rx: [19][00][51][6B][FA][14][21][33]
25467437 : Rx: [10][19][1E][65][C5][12][FF][34]
25467687 : Rx: [19][01][52][81][FB][16][21][33]
25467937 : Rx: [10][19][20][67][C5][12][FF][34]
25468187 : Rx: [19][02][52][97][FC][16][21][33]
25468437 : Rx: [10][19][22][68][C5][12][FF][34]
25468687 : Rx fail
25468937 : Rx fail
25469187 : Rx: [19][04][52][CE][FE][1C][21][33]
25469437 : Rx: [10][19][26][6E][18][13][FF][34]
25469687 : Rx: [19][05][52][F4][FF][26][21][33]
25469937 : Rx: [10][19][28][70][88][13][FF][34]
25470187 : Rx: [19][06][54][1C][01][28][21][33]
25470437 : Rx fail
25470687 : Rx fail
25470937 : Rx: [10][19][2A][72][DB][13][FF][34]
25471187 : Rx: [19][08][54][35][03][EB][20][33]
25471437 : Rx: [10][19][2E][77][A9][12][FF][34]
25471687 : Rx: [19][09][54][5E][04][29][21][33]
25471937 : Rx: [10][19][30][79][50][13][FF][34]
25472187 : Rx: [50][FF][FF][01][59][00][54][0B]
25472437 : Rx: [50][FF][FF][01][59][00][54][0B]
25472687 : Rx: [19][0A][50][92][05][34][21][33]
25472937 : Rx: [10][19][34][7E][4A][14][FF][34]
25473187 : Rx: [19][0B][50][C9][06][37][21][33]
25473437 : Rx: [10][19][36][7E][4A][14][FF][34]
25473687 : Rx: [19][0C][50][08][08][3F][21][33]
25473937 : Rx fail
25474187 : Rx: [19][0D][50][40][09][38][21][33]
25474437 : Rx: [10][19][3A][86][66][14][FF][34]
25474687 : Rx: [19][0E][50][7D][0A][3D][21][33]
25474937 : Rx: [10][19][3C][88][12][14][FF][34]
25475187 : Rx: [19][0F][4E][A7][0B][2A][21][33]
25475437 : Rx: [10][19][3E][8B][66][14][FF][34]
25475687 : Rx: [19][10][4E][E2][0C][3B][21][33]
25475937 : Rx: [10][19][40][8D][4A][14][FF][34]
25476187 : Rx: [19][11][4E][09][0E][27][21][33]
25476437 : Rx: [10][19][42][90][DB][13][FF][34]
25476687 : Rx: [19][12][4E][34][0F][2B][21][33]
25476937 : Rx: [10][19][44][92][BF][13][FF][34]
25477187 : Rx: [19][13][51][63][10][2F][21][33]
25477437 : Rx: [10][19][46][95][82][14][FF][34]
25477687 : Rx: [19][14][51][A6][11][43][21][33]
25477937 : Rx: [10][19][48][97][82][14][FF][34]
25478187 : Rx: [19][15][51][E2][12][3C][21][33]
25478437 : Rx: [10][19][4A][9A][9D][14][FF][34]
25478687 : Rx: [19][16][51][21][14][3F][21][33]
25478937 : Rx: [10][19][4C][9C][9D][14][FF][34]
25479187 : Rx: [19][17][51][47][15][26][21][33]
25479437 : Rx: [10][19][4E][9F][4A][14][FF][34]
25479687 : Rx fail
25479937 : Rx fail
25480187 : Rx: [19][19][51][B9][17][3A][21][33]
25480437 : Rx: [10][19][52][A3][9D][14][FF][34]
25480687 : Rx: [F0][00][00][00][00][00][00][00]
25480937 : Rx: [10][19][54][A6][B9][14][FF][34]
25481187 : Rx: [19][1A][51][F2][18][39][21][33]
25481437 : Rx: [10][19][56][A8][82][14][FF][34]
25481687 : Rx: [19][1B][51][29][1A][37][21][33]
25481937 : Rx: [10][19][58][AB][4A][14][FF][34]
25482187 : Rx: [19][1C][52][66][1B][3D][21][33]
25482437 : Rx: [10][19][5A][AD][F1][14][FF][34]
25482687 : Rx fail
25482937 : Rx: [10][19][5C][B0][B9][14][FF][34]
25483187 : Rx: [19][1E][52][EC][1D][3F][21][33]
25483437 : Rx: [10][19][5E][B2][82][14][FF][34]
25483687 : Rx: [19][1F][52][20][1F][34][21][33]
25483937 : Rx: [10][19][60][B5][4A][14][FF][34]
25484187 : Rx: [19][20][52][46][20][26][21][33]
25484437 : Rx: [10][19][62][B7][82][14][FF][34]
25484687 : Rx: [19][21][52][86][21][40][21][33]
25484937 : Rx fail
25485187 : Rx: [19][22][52][CC][22][46][21][33]
25485437 : Rx: [10][19][66][BD][28][15][FF][34]
25485687 : Rx: [19][23][52][18][24][4C][21][33]
25485937 : Rx: [10][19][68][BF][44][15][FF][34]
25486187 : Rx: [19][24][52][6E][25][56][21][33]
25486437 : Rx: [10][19][6A][C2][B3][15][FF][34]
25486687 : Rx: [19][25][54][B2][26][44][21][33]
25486937 : Rx: [10][19][6C][C4][F1][14][FF][34]
25487187 : Rx: [19][26][54][F3][27][41][21][33]
25487437 : Rx: [10][19][6E][C7][D5][14][FF][34]
25487687 : Rx: [19][27][54][34][29][41][21][33]
25487937 : Rx: [10][19][70][C9][28][15][FF][34]
25488187 : Rx fail
25488437 : Rx fail
25488687 : Rx: [51][FF][02][14][87][9E][5C][33]
25488937 : Rx: [51][FF][02][14][87][9E][5C][33]
25489187 : Rx: [19][29][56][DF][2B][53][21][33]
25489437 : Rx: [10][19][76][D1][7C][15][FF][34]
25489687 : Rx fail
25489937 : Rx: [19][2A][56][2E][2D][4F][21][33]
25490187 : Rx: [19][2B][56][7F][2E][51][21][33]
25490437 : Rx: [10][19][7A][D7][B3][15][FF][34]
25490687 : Rx: [19][2C][56][CD][2F][4E][21][33]
25490937 : Rx: [10][19][7C][D9][7C][15][FF][34]
25491187 : Rx: [19][2D][56][21][31][54][21][33]
25491437 : Rx: [10][19][7E][DC][97][15][FF][34]
25491687 : Rx: [19][2E][56][80][32][5F][21][33]
25491937 : Rx: [10][19][80][DF][76][16][FF][34]
25492187 : Rx: [19][2F][56][E8][33][68][21][33]
25492437 : Rx: [10][19][82][DF][76][16][FF][34]
25492687 : Rx fail
25492937 : Rx fail
25493187 : Rx: [19][31][57][99][36][4C][21][33]
25493437 : Rx: [10][19][86][E7][7C][15][FF][34]
25493687 : Rx: [19][32][57][E9][37][50][21][33]
25493937 : Rx: [10][19][88][E9][7C][15][FF][34]
25494187 : Rx: [19][33][57][3A][39][51][21][33]
25494437 : Rx: [10][19][8A][EC][97][15][FF][34]
25494687 : Rx: [19][34][57][8D][3A][53][21][33]
25494937 : Rx: [10][19][8C][EF][B3][15][FF][34]
25495187 : Rx: [19][35][57][E2][3B][55][21][33]
25495437 : Rx: [10][19][8E][F1][EB][15][FF][34]
25495687 : Rx: [19][36][57][4D][3D][6B][21][33]
25495937 : Rx: [10][19][90][F4][76][16][FF][34]
25496187 : Rx: [19][37][57][A8][3E][5B][21][33]
25496437 : Rx: [10][19][92][F7][22][16][FF][34]
25496687 : Rx: [19][38][57][01][40][59][21][33]
25496937 : Rx: [10][19][94][F9][06][16][FF][34]
25497187 : Rx: [F0][00][00][00][00][00][00][00]
25497437 : Rx: [10][19][96][FC][91][16][FF][34]
25497687 : Rx: [19][39][57][6E][41][6D][21][33]
25497937 : Rx: [10][19][98][FF][C9][16][FF][34]
25498187 : Rx: [19][3A][57][DA][42][6C][21][33]
25498437 : Rx: [10][19][9A][02][AD][16][FF][34]
25498687 : Rx: [19][3B][57][33][44][59][21][33]
25498937 : Rx: [10][19][9C][04][3E][16][FF][34]
25499187 : Rx: [19][3C][57][93][45][60][21][33]
25499437 : Rx: [10][19][9E][07][06][16][FF][34]
25499687 : Rx: [19][3D][59][EF][46][5C][21][33]
25499937 : Rx: [10][19][A0][0A][AD][16][FF][34]
25500187 : Rx: [19][3E][59][5F][48][70][21][33]
25500437 : Rx: [10][19][A2][0D][E5][16][FF][34]
25500687 : Rx: [19][3F][59][CA][49][6B][21][33]
25500937 : Rx: [10][19][A4][0F][C9][16][FF][34]
25501187 : Rx: [19][40][59][3B][4B][71][21][33]
25501437 : Rx: [10][19][A6][12][E5][16][FF][34]
25501687 : Rx: [19][41][59][AD][4C][72][21][33]
25501937 : Rx: [10][19][A8][15][70][17][FF][34]
25502187 : Rx: [19][42][5A][2A][4E][7D][21][33]
25502437 : Rx: [10][19][AA][18][16][18][FF][34]
25502687 : Rx: [19][43][5A][BA][4F][90][21][33]
25502937 : Rx: [10][19][AC][1B][4E][18][FF][34]
25503187 : Rx: [19][44][5A][56][51][9C][21][33]
25503437 : Rx: [10][19][AE][1E][BD][18][FF][34]
25503687 : Rx: [19][45][5E][FA][52][A4][21][33]
25503937 : Rx: [10][19][B0][21][32][18][FF][34]
25504187 : Rx: [19][46][5E][60][54][66][21][33]
25504437 : Rx: [10][19][B2][24][16][18][FF][34]
25504687 : Rx: [19][47][5E][26][56][C6][21][30]
25504937 : Rx: [10][19][B4][26][64][19][FF][34]
25505187 : Rx: [50][FF][FF][01][59][00][54][0B]
25505437 : Rx: [50][FF][FF][01][59][00][54][0B]
25505687 : Rx fail
25505937 : Rx fail
25506187 : Rx: [19][49][5E][B9][59][DA][21][33]
25506437 : Rx: [10][19][BA][31][20][1B][FF][34]
25506687 : Rx fail
25506937 : Rx: [10][19][BC][34][04][1B][FF][34]
25507187 : Rx: [19][4B][5E][4A][5D][C8][21][33]
25507437 : Rx: [10][19][BE][37][3C][1B][FF][34]
25507687 : Rx: [19][4C][5F][21][5F][D7][21][33]
25507937 : Rx: [10][19][C0][3B][8F][1B][FF][34]
25508187 : Rx: [19][4D][5F][F8][60][D7][21][33]
25508437 : Rx fail
25508687 : Rx fail
25508937 : Rx: [19][4E][5F][DB][62][E3][21][33]
25509187 : Rx: [19][4F][63][B5][64][DA][21][33]
25509437 : Rx: [10][19][C6][45][6D][1C][FF][34]
25509687 : Rx: [19][50][63][A2][66][ED][21][33]
25509937 : Rx: [10][19][C8][48][1A][1C][FF][34]
25510187 : Rx: [19][51][63][75][68][D3][21][33]
25510437 : Rx: [10][19][CA][4C][C7][1B][FF][34]
25510687 : Rx: [19][52][63][65][6A][F0][21][33]
25510937 : Rx: [10][19][CC][4F][6D][1C][FF][34]
25511187 : Rx: [19][53][64][4B][6C][E6][21][33]
25511437 : Rx: [10][19][CE][51][52][1C][FF][34]
25511687 : Rx: [19][54][64][2E][6E][E3][21][33]
25511937 : Rx: [10][19][D0][56][36][1C][FF][34]
25512187 : Rx: [19][55][64][12][70][E4][21][33]
25512437 : Rx: [10][19][D2][5A][A5][1C][FF][34]
25512687 : Rx: [19][56][63][30][72][1E][22][33]
25512937 : Rx: [10][19][D4][5D][BB][1D][FF][34]
25513187 : Rx: [19][57][63][45][74][15][22][33]
25513437 : Rx: [10][19][D6][61][46][1E][FF][34]
25513687 : Rx: [F0][00][00][00][00][00][00][00]
25513937 : Rx: [10][19][D8][65][D0][1E][FF][34]
25514187 : Rx: [19][58][66][61][76][1C][22][33]
25514437 : Rx: [10][19][DA][69][24][1F][FF][34]
25514687 : Rx: [19][59][66][86][78][25][22][33]
25514937 : Rx: [10][19][DC][6C][93][1F][FF][34]
25515187 : Rx: [19][5A][66][BA][7A][34][22][33]
25515437 : Rx: [10][19][DE][70][CA][1F][FF][34]
25515687 : Rx: [19][5B][6C][86][7C][CC][21][33]
25515937 : Rx: [10][19][E0][74][7D][1E][FF][34]
25516187 : Rx: [19][5C][6C][86][7C][00][20][33]
25516437 : Rx: [10][19][E2][76][CF][15][FF][34]
25516687 : Rx: [19][5D][6C][86][7C][00][20][33]
25516937 : Rx: [10][19][E4][78][CB][11][FF][34]
25517187 : Rx: [19][5E][6C][86][7C][00][20][33]
25517437 : Rx: [10][19][E6][7A][6E][0E][FF][34]
25517687 : Rx: [19][5F][6C][86][7C][00][20][33]
25517937 : Rx: [10][19][E8][7B][80][0B][FF][34]
25518187 : Rx fail
25518437 : Rx fail
25518687 : Rx: [19][61][6C][86][7C][00][20][33]
25518937 : Rx fail
25519187 : Rx: [19][62][6C][86][7C][00][20][33]
25519437 : Rx: [10][19][EE][7D][3B][04][FF][34]
25519687 : Rx: [19][63][6C][86][7C][00][20][33]
25519937 : Rx: [10][19][F0][7E][41][03][FF][34]
