*** New Session***
31-7-2018 09:00:07
Product Name: Genius 30
61484171 : Rx: [10][19][FF][89][C7][0D][FF][34]
61484421 : Rx: [19][2B][46][86][CF][E5][00][30]
61484671 : Rx fail
61484921 : Rx fail
61485171 : Rx: [10][19][03][8E][C7][0D][FF][34]
61485421 : Rx: [19][2D][46][55][D1][EA][00][30]
61485671 : Rx: [10][19][05][8F][36][0E][FF][34]
61485921 : Rx fail
61486171 : Rx fail
61486421 : Rx: [19][2E][46][3F][D2][EA][00][30]
61486671 : Rx: [10][19][09][93][21][0D][FF][34]
61486921 : Rx: [19][30][46][05][D4][E3][00][30]
61487171 : Rx: [10][19][0B][93][90][0D][FF][34]
61487421 : Rx: [19][31][45][E9][D4][E4][00][30]
61487671 : Rx: [10][19][0D][96][C7][0D][FF][34]
61487921 : Rx: [19][32][45][C9][D5][E0][00][30]
61488171 : Rx: [10][19][0F][98][3C][0D][FF][34]
61488421 : Rx: [19][33][45][AC][D6][E3][00][30]
61488671 : Rx: [10][19][11][99][36][0E][FF][34]
61488921 : Rx: [50][FF][FF][01][59][00][20][08]
61489171 : Rx: [50][FF][FF][01][59][00][20][08]
61489421 : Rx: [19][34][44][89][D7][DD][00][30]
61489671 : Rx: [10][19][15][9D][58][0D][FF][34]
61489921 : Rx: [19][35][45][67][D8][DE][00][30]
61490171 : Rx: [10][19][17][9E][C7][0D][FF][34]
61490421 : Rx: [19][36][45][49][D9][E2][00][30]
61490671 : Rx: [10][19][19][A1][C7][0D][FF][34]
61490921 : Rx: [19][37][45][29][DA][E0][00][30]
61491171 : Rx: [10][19][1B][A3][AC][0D][FF][34]
61491421 : Rx: [19][38][45][07][DB][DE][00][30]
61491671 : Rx: [10][19][1D][A4][05][0D][FF][34]
61491921 : Rx: [19][39][45][E3][DB][DC][00][30]
61492171 : Rx: [10][19][1F][A6][58][0D][FF][34]
61492421 : Rx: [19][3A][45][C9][DC][E6][00][30]
61492671 : Rx: [10][19][21][A8][36][0E][FF][34]
61492921 : Rx: [19][3B][45][B1][DD][E8][00][30]
61493171 : Rx: [10][19][23][A8][6E][0E][FF][34]
61493421 : Rx: [19][3C][45][9B][DE][EA][00][30]
61493671 : Rx: [10][19][25][AC][6E][0E][FF][34]
61493921 : Rx: [19][3D][45][80][DF][E5][00][30]
61494171 : Rx: [10][19][27][AD][AC][0D][FF][34]
61494421 : Rx: [19][3E][46][6A][E0][EA][00][30]
61494671 : Rx: [10][19][29][AF][36][0E][FF][34]
61494921 : Rx: [19][3F][46][56][E1][EC][00][30]
61495171 : Rx: [10][19][2B][B1][36][0E][FF][34]
61495421 : Rx: [19][40][46][42][E2][EC][00][30]
61495671 : Rx: [10][19][2D][B3][36][0E][FF][34]
61495921 : Rx fail
61496171 : Rx fail
61496421 : Rx: [19][42][47][21][E4][F1][00][30]
61496671 : Rx fail
61496921 : Rx: [19][43][48][15][E5][F4][00][30]
61497171 : Rx: [10][19][33][B8][6E][0E][FF][34]
61497421 : Rx: [F0][00][00][00][00][00][00][00]
61497671 : Rx: [10][19][35][BA][30][0F][FF][34]
61497921 : Rx: [19][44][49][16][E6][01][01][30]
61498171 : Rx: [10][19][37][BC][30][0F][FF][34]
61498421 : Rx: [19][45][49][17][E7][01][01][30]
61498671 : Rx fail
61498921 : Rx: [19][46][4A][1B][E8][04][01][30]
61499171 : Rx: [10][19][3B][C0][4C][0F][FF][34]
61499421 : Rx: [19][47][4B][25][E9][0A][01][30]
61499671 : Rx: [10][19][3D][C2][84][0F][FF][34]
61499921 : Rx: [19][48][4C][2D][EA][08][01][30]
61500171 : Rx: [10][19][3F][C5][0F][10][FF][34]
61500421 : Rx: [19][49][4D][3B][EB][0E][01][30]
61500671 : Rx: [10][19][41][C6][D7][0F][FF][34]
61500921 : Rx: [19][4A][4D][4A][EC][0F][01][30]
61501171 : Rx: [10][19][43][C8][0F][10][FF][34]
61501421 : Rx: [19][4B][4D][59][ED][0F][01][30]
61501671 : Rx: [10][19][45][CA][0F][10][FF][34]
61501921 : Rx: [19][4C][4D][68][EE][0F][01][30]
61502171 : Rx: [10][19][47][CD][0F][10][FF][34]
61502421 : Rx: [19][4D][4E][79][EF][11][01][30]
61502671 : Rx: [10][19][49][CE][D7][0F][FF][34]
61502921 : Rx: [19][4E][4E][87][F0][0E][01][30]
61503171 : Rx: [10][19][4B][D1][BB][0F][FF][34]
61503421 : Rx: [19][4F][4E][92][F1][0B][01][30]
61503671 : Rx fail
61503921 : Rx: [19][50][4E][9E][F2][0C][01][30]
61504171 : Rx: [10][19][4F][D4][BB][0F][FF][34]
61504421 : Rx: [19][51][4F][AD][F3][0F][01][30]
61504671 : Rx: [10][19][51][D7][BB][0F][FF][34]
61504921 : Rx: [19][52][4F][BB][F4][0E][01][30]
61505171 : Rx fail
61505421 : Rx: [10][19][53][D9][84][0F][FF][34]
61505671 : Rx: [51][FF][02][13][85][11][00][00]
61505921 : Rx: [19][53][4F][CD][F5][12][01][30]
61506171 : Rx: [10][19][57][DD][BB][0F][FF][34]
61506421 : Rx: [19][54][50][E3][F6][16][01][30]
61506671 : Rx: [10][19][59][E0][0F][10][FF][34]
61506921 : Rx: [19][55][50][F9][F7][16][01][30]
61507171 : Rx: [10][19][5B][E0][9A][10][FF][34]
61507421 : Rx fail
61507671 : Rx: [10][19][5D][E3][46][10][FF][34]
61507921 : Rx: [19][57][50][28][FA][18][01][30]
61508171 : Rx: [10][19][5F][E5][2A][10][FF][34]
61508421 : Rx: [19][58][51][3E][FB][16][01][30]
61508671 : Rx: [10][19][61][E8][F3][0F][FF][34]
61508921 : Rx fail
61509171 : Rx fail
61509421 : Rx: [19][5A][50][62][FD][12][01][30]
61509671 : Rx fail
61509921 : Rx fail
61510171 : Rx: [10][19][67][EE][62][10][FF][34]
61510421 : Rx: [19][5C][50][90][FF][19][01][30]
61510671 : Rx: [10][19][69][F0][62][10][FF][34]
61510921 : Rx: [19][5D][50][A9][00][19][01][30]
61511171 : Rx: [10][19][6B][F1][ED][10][FF][34]
61511421 : Rx fail
61511671 : Rx: [10][19][6D][F5][40][11][FF][34]
61511921 : Rx: [19][5F][53][F7][02][2A][01][30]
61512171 : Rx: [10][19][6F][F6][40][11][FF][34]
61512421 : Rx: [19][60][53][23][04][2C][01][30]
61512671 : Rx: [10][19][71][F8][78][11][FF][34]
61512921 : Rx: [19][61][53][4F][05][2C][01][30]
61513171 : Rx: [10][19][73][FC][03][12][FF][34]
61513421 : Rx: [19][62][55][86][06][37][01][30]
61513671 : Rx: [10][19][75][FC][03][12][FF][34]
61513921 : Rx: [F0][00][00][00][00][00][00][00]
61514171 : Rx: [10][19][77][FF][03][12][FF][34]
61514421 : Rx: [19][63][56][BE][07][38][01][30]
61514671 : Rx: [10][19][79][02][1E][12][FF][34]
61514921 : Rx: [19][64][56][F7][08][39][01][30]
61515171 : Rx: [10][19][7B][04][03][12][FF][34]
61515421 : Rx: [19][65][57][31][0A][3A][01][30]
61515671 : Rx: [10][19][7D][04][E7][11][FF][34]
61515921 : Rx: [19][66][57][6C][0B][3B][01][30]
61516171 : Rx: [10][19][7F][09][03][12][FF][34]
61516421 : Rx: [19][67][57][A7][0C][3B][01][30]
61516671 : Rx: [10][19][81][09][03][12][FF][34]
61516921 : Rx: [19][68][59][E4][0D][3D][01][30]
61517171 : Rx: [10][19][83][0D][72][12][FF][34]
61517421 : Rx: [19][69][59][26][0F][42][01][30]
61517671 : Rx fail
61517921 : Rx: [19][6A][5A][70][10][4A][01][30]
61518171 : Rx: [10][19][87][12][E1][12][FF][34]
61518421 : Rx: [19][6B][5A][B9][11][49][01][30]
61518671 : Rx: [10][19][89][14][E1][12][FF][34]
61518921 : Rx: [19][6C][5B][04][13][4B][01][30]
61519171 : Rx: [10][19][8B][18][56][12][FF][34]
61519421 : Rx: [19][6D][5B][49][14][45][01][30]
61519671 : Rx: [10][19][8D][18][8E][12][FF][34]
61519921 : Rx: [19][6E][5B][90][15][47][01][30]
61520171 : Rx fail
61520421 : Rx fail
61520671 : Rx: [10][19][91][1F][1E][12][FF][34]
61520921 : Rx: [19][70][5B][15][18][45][01][30]
61521171 : Rx: [10][19][93][20][72][12][FF][34]
61521421 : Rx: [19][71][5B][5C][19][47][01][30]
61521671 : Rx: [10][19][95][23][A9][12][FF][34]
61521921 : Rx: [50][FF][FF][01][59][00][20][08]
61522171 : Rx: [50][FF][FF][01][59][00][20][08]
61522421 : Rx: [19][72][5B][91][1A][35][01][30]
61522671 : Rx: [10][19][99][27][40][11][FF][34]
61522921 : Rx: [19][73][5D][C2][1B][31][01][30]
61523171 : Rx: [10][19][9B][28][24][11][FF][34]
61523421 : Rx: [19][74][5E][F1][1C][2F][01][30]
61523671 : Rx: [10][19][9D][28][AF][11][FF][34]
61523921 : Rx: [19][75][5E][28][1E][37][01][30]
61524171 : Rx fail
61524421 : Rx: [10][19][9F][2E][AF][11][FF][34]
61524671 : Rx: [10][19][A1][2E][78][11][FF][34]
61524921 : Rx: [19][77][52][94][20][35][01][30]
61525171 : Rx: [10][19][A3][2E][78][11][FF][34]
61525421 : Rx: [19][78][53][D5][21][41][01][30]
61525671 : Rx: [10][19][A5][35][56][12][FF][34]
61525921 : Rx: [19][79][53][16][23][41][01][30]
61526171 : Rx fail
61526421 : Rx: [19][7A][53][57][24][41][01][30]
61526671 : Rx: [10][19][A9][38][56][12][FF][34]
61526921 : Rx: [19][7B][59][8F][25][38][01][30]
61527171 : Rx: [10][19][AB][3C][AF][11][FF][34]
61527421 : Rx: [19][7C][59][C7][26][38][01][30]
61527671 : Rx: [10][19][AD][3C][FD][12][FF][34]
61527921 : Rx: [19][7D][58][12][28][4B][01][30]
61528171 : Rx: [10][19][AF][3F][E1][12][FF][34]
61528421 : Rx: [19][7E][58][62][29][50][01][30]
61528671 : Rx: [10][19][B1][42][18][13][FF][34]
61528921 : Rx: [19][7F][58][B5][2A][53][01][30]
61529171 : Rx: [10][19][B3][42][18][13][FF][34]
61529421 : Rx: [19][80][58][09][2C][54][01][30]
61529671 : Rx: [10][19][B5][47][6C][13][FF][34]
61529921 : Rx: [19][81][57][61][2D][58][01][30]
61530171 : Rx: [10][19][B7][4B][DB][13][FF][34]
61530421 : Rx: [F0][00][00][00][00][00][00][00]
61530671 : Rx: [10][19][B9][4D][12][14][FF][34]
61530921 : Rx: [19][82][58][C7][2E][66][01][30]
61531171 : Rx: [10][19][BB][4F][4A][14][FF][34]
61531421 : Rx: [19][83][59][30][30][69][01][30]
61531671 : Rx: [10][19][BD][53][4A][14][FF][34]
61531921 : Rx: [19][84][59][9D][31][6D][01][30]
61532171 : Rx fail
61532421 : Rx: [19][85][5A][09][33][6C][01][30]
61532671 : Rx: [10][19][C1][57][2E][14][FF][34]
61532921 : Rx: [19][86][5A][76][34][6D][01][30]
61533171 : Rx: [10][19][C3][5B][66][14][FF][34]
61533421 : Rx: [19][87][5B][EA][35][74][01][30]
61533671 : Rx: [10][19][C5][5D][9D][14][FF][34]
61533921 : Rx: [19][88][5B][55][37][6B][01][30]
61534171 : Rx fail
61534421 : Rx fail
61534671 : Rx: [10][19][C9][63][D5][14][FF][34]
61534921 : Rx: [19][8A][5B][44][3A][78][01][30]
61535171 : Rx: [10][19][CB][65][D5][14][FF][34]
61535421 : Rx: [19][8B][5B][BC][3B][78][01][30]
61535671 : Rx: [10][19][CD][68][D5][14][FF][34]
61535921 : Rx: [19][8C][5C][33][3D][77][01][30]
61536171 : Rx: [10][19][CF][68][B9][14][FF][34]
61536421 : Rx: [19][8D][5C][B0][3E][7D][01][30]
61536656 : Rx: [10][19][D1][6C][F1][14][FF][34]
61536906 : Rx: [19][8E][5D][2E][40][7E][01][30]
61537156 : Rx: [10][19][D3][70][28][15][FF][34]
61537406 : Rx: [19][8F][5E][B9][41][8B][01][30]
61537656 : Rx: [10][19][D5][72][97][15][FF][34]
61537906 : Rx: [19][90][5E][49][43][90][01][30]
61538156 : Rx: [10][19][D7][74][CF][15][FF][34]
61538406 : Rx: [51][FF][02][13][85][11][00][00]
61538656 : Rx: [51][FF][02][13][85][11][00][00]
61538906 : Rx: [19][91][60][DC][44][93][01][30]
61539156 : Rx: [10][19][DB][7B][B3][15][FF][34]
61539406 : Rx: [19][92][60][5E][46][82][01][30]
61539656 : Rx: [10][19][DD][7C][78][11][FF][34]
61539906 : Rx: [19][93][60][B7][47][59][01][30]
61540156 : Rx: [10][19][DF][7F][15][0F][FF][34]
61540406 : Rx: [19][94][4D][CC][48][15][01][30]
61540656 : Rx: [10][19][E1][80][E9][0C][FF][34]
61540906 : Rx: [19][95][45][C2][49][F6][00][30]
61541156 : Rx: [10][19][E3][81][70][09][FF][34]
61541406 : Rx: [19][96][3E][9F][4A][DD][00][30]
61541656 : Rx: [10][19][E5][83][23][08][FF][34]
61541906 : Rx: [19][97][31][4D][4B][AE][00][30]
61542156 : Rx: [10][19][E7][84][45][07][FF][34]
61542406 : Rx: [19][98][2C][E8][4B][9B][00][30]
61542656 : Rx: [10][19][E9][84][DC][05][FF][34]
61542906 : Rx: [19][99][27][72][4C][8A][00][30]
61543156 : Rx fail
61543406 : Rx fail
61543656 : Rx: [10][19][EB][85][6C][05][FF][34]
61543906 : Rx: [19][9B][1C][42][4D][62][00][30]
61544156 : Rx: [10][19][EF][86][03][04][FF][34]
61544406 : Rx: [19][9C][19][99][4D][57][00][30]
61544656 : Rx: [10][19][F1][87][03][04][FF][34]
61544906 : Rx: [19][9D][19][F0][4D][57][00][30]
61545156 : Rx: [10][19][F3][87][E8][03][FF][34]
61545406 : Rx: [19][9E][00][2C][4E][3C][00][30]
61545656 : Rx: [10][19][F5][88][CC][03][FF][34]
61545906 : Rx: [19][9F][00][61][4E][35][00][30]
61546156 : Rx: [10][19][F7][88][CC][03][FF][34]
61546406 : Rx: [19][A0][00][90][4E][2F][00][30]
61546656 : Rx fail
61546906 : Rx fail
61547156 : Rx: [10][19][FB][89][B0][03][FF][34]
61547406 : Rx fail
61547656 : Rx: [10][19][FC][89][DE][00][FF][24]
61547906 : Rx: [19][A2][00][B6][4E][00][00][20]
61548156 : Rx: [10][19][FC][89][1B][00][FF][24]
61548406 : Rx fail
61548656 : Rx: [10][19][FC][89][00][00][FF][24]
61548906 : Rx: [19][A4][00][B6][4E][00][00][20]
61549156 : Rx: [10][19][FC][89][00][00][FF][24]
61549406 : Rx: [19][A5][00][B6][4E][00][00][20]
61549656 : Rx: [10][19][FC][89][00][00][FF][24]
