*** New Session***
25-7-2018 15:50:14
Product Name: Flux -30
25165187 : Rx: [19][C9][54][F3][E9][D9][20][33]
25165437 : Rx fail
25165687 : Rx: [10][19][B3][82][AC][24][FF][34]
25165937 : Rx: [10][19][B5][86][91][24][FF][34]
25166187 : Rx: [19][CB][54][A5][EB][D9][20][33]
25166437 : Rx: [10][19][B7][89][91][24][FF][34]
25166687 : Rx: [19][CC][54][7E][EC][D9][20][33]
25166937 : Rx: [10][19][B9][8F][91][24][FF][34]
25167187 : Rx: [F0][00][00][00][00][00][00][00]
25167437 : Rx fail
25167687 : Rx: [19][CD][51][57][ED][D9][20][33]
25167937 : Rx: [10][19][BD][96][91][24][FF][34]
25168187 : Rx: [19][CE][51][30][EE][D9][20][33]
25168437 : Rx: [10][19][BF][9D][AC][24][FF][34]
25168687 : Rx: [19][CF][51][08][EF][D8][20][33]
25168937 : Rx: [10][19][C1][9D][AC][24][FF][34]
25169187 : Rx: [19][D0][52][F5][EF][ED][20][33]
25169437 : Rx: [10][19][C3][A4][A6][25][FF][34]
25169687 : Rx: [19][D1][52][D8][F0][E3][20][33]
25169937 : Rx: [10][19][C5][AB][31][26][FF][34]
25170187 : Rx: [19][D2][52][C0][F1][E8][20][33]
25170437 : Rx: [10][19][C7][AF][4D][26][FF][34]
25170687 : Rx: [19][D3][55][A4][F2][E4][20][33]
25170937 : Rx: [10][19][C9][B4][69][26][FF][34]
25171187 : Rx: [19][D4][55][89][F3][E5][20][33]
25171437 : Rx fail
25171687 : Rx fail
25171937 : Rx: [10][19][CD][BD][31][26][FF][34]
25172187 : Rx: [19][D6][58][4A][F5][DE][20][33]
25172437 : Rx: [10][19][CF][C2][DE][25][FF][34]
25172687 : Rx fail
25172937 : Rx fail
25173187 : Rx: [19][D8][57][0D][F7][E1][20][33]
25173437 : Rx fail
25173687 : Rx: [19][D9][57][EE][F7][E1][20][33]
25173937 : Rx: [10][19][D5][D0][DE][25][FF][34]
25174187 : Rx: [19][DA][55][D1][F8][E3][20][33]
25174437 : Rx fail
25174687 : Rx: [19][DB][55][B2][F9][E1][20][33]
25174937 : Rx: [10][19][D9][D9][DE][25][FF][34]
25175187 : Rx: [50][FF][FF][01][59][00][54][0B]
25175437 : Rx: [50][FF][FF][01][59][00][54][0B]
25175687 : Rx: [19][DC][56][94][FA][E2][20][33]
25175937 : Rx: [10][19][DD][E2][DE][25][FF][34]
25176187 : Rx: [19][DD][56][72][FB][DE][20][33]
25176437 : Rx: [10][19][DF][E7][A6][25][FF][34]
25176687 : Rx fail
25176937 : Rx: [10][19][E1][EB][37][25][FF][34]
25177187 : Rx: [19][DF][56][13][FD][CD][20][33]
25177437 : Rx: [10][19][E3][F0][91][24][FF][34]
25177687 : Rx: [19][E0][56][EC][FD][D9][20][33]
25177937 : Rx: [10][19][E5][F4][E4][24][FF][34]
25178187 : Rx: [19][E1][53][C8][FE][DC][20][33]
25178437 : Rx: [10][19][E7][F9][53][25][FF][34]
25178687 : Rx: [19][E2][53][AB][FF][E3][20][33]
25178937 : Rx: [10][19][E9][FD][A6][25][FF][34]
25179187 : Rx: [19][E3][53][9C][00][F1][20][33]
25179437 : Rx: [10][19][EB][02][4D][26][FF][34]
25179687 : Rx: [19][E4][53][83][01][E7][20][33]
25179937 : Rx fail
25180187 : Rx: [19][E5][53][68][02][E5][20][33]
25180437 : Rx: [10][19][EF][0B][69][26][FF][34]
25180687 : Rx: [19][E6][55][4B][03][E3][20][33]
25180937 : Rx: [10][19][F1][10][4D][26][FF][34]
25181187 : Rx: [19][E7][55][2D][04][E2][20][33]
25181437 : Rx: [10][19][F3][15][4D][26][FF][34]
25181687 : Rx: [19][E8][56][0E][05][E1][20][33]
25181937 : Rx: [10][19][F5][19][31][26][FF][34]
25182187 : Rx: [19][E9][56][F0][05][E2][20][33]
25182437 : Rx: [10][19][F7][1E][31][26][FF][34]
25182687 : Rx: [19][EA][56][D4][06][E4][20][33]
25182937 : Rx: [10][19][F9][23][BC][26][FF][34]
25183187 : Rx: [19][EB][57][C4][07][F0][20][33]
25183437 : Rx: [10][19][FB][27][F4][26][FF][34]
25183687 : Rx: [F0][00][00][00][00][00][00][00]
25183937 : Rx: [10][19][FD][2C][10][27][FF][34]
25184187 : Rx fail
25184437 : Rx fail
25184687 : Rx fail
25184937 : Rx fail
25185187 : Rx: [19][EE][56][9A][0A][EF][20][33]
25185437 : Rx: [10][19][03][3B][41][28][FF][34]
25185687 : Rx: [19][EF][58][92][0B][F8][20][33]
25185937 : Rx: [10][19][05][40][B0][28][FF][34]
25186187 : Rx: [19][F0][58][85][0C][F3][20][33]
25186437 : Rx: [10][19][07][45][94][28][FF][34]
25186687 : Rx: [19][F1][5B][79][0D][F4][20][33]
25186937 : Rx: [10][19][09][4A][04][29][FF][34]
25187187 : Rx: [19][F2][5B][6F][0E][F6][20][33]
25187437 : Rx: [10][19][0B][4F][CC][28][FF][34]
25187687 : Rx: [19][F3][5B][60][0F][F1][20][33]
25187937 : Rx fail
25188187 : Rx: [19][F4][5B][63][10][03][21][33]
25188437 : Rx: [10][19][0F][59][8E][29][FF][34]
25188687 : Rx: [19][F5][5B][5C][11][F9][20][33]
25188937 : Rx: [10][19][11][5E][8E][29][FF][34]
25189187 : Rx: [19][F6][5C][55][12][F9][20][33]
25189437 : Rx: [10][19][13][63][AA][29][FF][34]
25189687 : Rx: [19][F7][5C][4F][13][FA][20][33]
25189937 : Rx: [10][19][15][68][C6][29][FF][34]
25190187 : Rx: [19][F8][5D][4A][14][FB][20][33]
25190437 : Rx: [10][19][17][6D][8E][29][FF][34]
25190687 : Rx: [19][F9][5D][40][15][F6][20][33]
25190937 : Rx: [10][19][19][72][57][29][FF][34]
25191187 : Rx: [19][FA][5D][38][16][F8][20][33]
25191437 : Rx: [10][19][1B][77][57][29][FF][34]
25191687 : Rx: [51][FF][02][14][87][9E][5C][33]
25191937 : Rx: [51][FF][02][14][87][9E][5C][33]
25192187 : Rx: [19][FB][5D][30][17][F8][20][33]
25192437 : Rx: [10][19][1F][81][73][29][FF][34]
25192687 : Rx: [19][FC][5E][29][18][F9][20][33]
25192937 : Rx fail
25193187 : Rx: [19][FD][5E][23][19][FA][20][33]
25193437 : Rx fail
25193687 : Rx: [19][FE][61][19][1A][F6][20][33]
25193937 : Rx: [10][19][25][90][73][29][FF][34]
25194187 : Rx: [19][FF][61][14][1B][FB][20][33]
25194437 : Rx: [10][19][27][95][E2][29][FF][34]
25194687 : Rx: [19][00][61][11][1C][FD][20][33]
25194937 : Rx: [10][19][29][9A][FE][29][FF][34]
25195187 : Rx: [19][01][61][0D][1D][FC][20][33]
25195437 : Rx: [10][19][2B][A0][19][2A][FF][34]
25195687 : Rx: [19][02][61][0C][1E][FF][20][33]
25195937 : Rx: [10][19][2D][A4][51][2A][FF][34]
25196187 : Rx: [19][03][61][13][1F][07][21][33]
25196437 : Rx: [10][19][2F][AA][C0][2A][FF][34]
25196687 : Rx: [19][04][61][28][20][15][21][33]
25196937 : Rx fail
25197187 : Rx fail
25197437 : Rx: [10][19][33][B4][DC][2A][FF][34]
25197687 : Rx: [19][06][63][29][22][FB][20][33]
25197937 : Rx fail
25198187 : Rx fail
25198437 : Rx: [10][19][37][BF][51][2A][FF][34]
25198687 : Rx: [19][08][62][FA][23][DA][20][33]
25198937 : Rx: [10][19][39][C4][73][29][FF][34]
25199187 : Rx: [19][09][62][F2][24][F8][20][33]
25199437 : Rx fail
25199687 : Rx: [19][0A][62][EA][25][F8][20][33]
25199937 : Rx: [10][19][3D][CE][3B][29][FF][34]
25200187 : Rx: [F0][00][00][00][00][00][00][00]
25200437 : Rx: [10][19][3F][D3][73][29][FF][34]
25200687 : Rx: [19][0B][60][E5][26][FB][20][33]
25200937 : Rx: [10][19][41][D8][AA][29][FF][34]
25201187 : Rx: [19][0C][60][E4][27][FF][20][33]
25201437 : Rx: [10][19][43][DD][FE][29][FF][34]
25201687 : Rx: [19][0D][5F][ED][28][09][21][33]
25201937 : Rx: [10][19][45][E2][13][2B][FF][34]
25202187 : Rx fail
25202437 : Rx: [10][19][47][E8][2F][2B][FF][34]
25202687 : Rx: [19][0F][61][FF][2A][05][21][33]
25202937 : Rx fail
25203187 : Rx: [19][10][61][03][2C][04][21][33]
25203437 : Rx fail
25203687 : Rx fail
25203937 : Rx: [10][19][4B][F2][13][2B][FF][34]
25204187 : Rx: [19][12][60][09][2E][02][21][33]
25204437 : Rx: [10][19][4F][FC][F8][2A][FF][34]
25204687 : Rx: [19][13][60][0C][2F][03][21][33]
25204937 : Rx: [10][19][51][02][F8][2A][FF][34]
25205187 : Rx: [19][14][60][18][30][0C][21][33]
25205437 : Rx: [10][19][53][07][67][2B][FF][34]
25205687 : Rx: [19][15][60][1F][31][07][21][33]
25205937 : Rx: [10][19][55][0C][9E][2B][FF][34]
25206187 : Rx: [19][16][63][26][32][07][21][33]
25206437 : Rx: [10][19][57][12][F2][2B][FF][34]
25206687 : Rx: [19][17][63][2F][33][09][21][33]
25206937 : Rx: [10][19][59][17][BA][2B][FF][34]
25207187 : Rx: [19][18][64][35][34][06][21][33]
25207437 : Rx: [10][19][5B][1C][82][2B][FF][34]
25207687 : Rx: [19][19][64][31][35][FC][20][33]
25207937 : Rx: [10][19][5D][22][13][2B][FF][34]
25208187 : Rx: [50][FF][FF][01][59][00][54][0B]
25208437 : Rx: [50][FF][FF][01][59][00][54][0B]
25208687 : Rx: [19][1A][64][35][36][04][21][33]
25208937 : Rx: [10][19][61][2C][2F][2B][FF][34]
25209187 : Rx fail
25209437 : Rx: [10][19][63][31][67][2B][FF][34]
25209687 : Rx: [19][1C][64][41][38][07][21][33]
25209937 : Rx fail
25210187 : Rx fail
25210437 : Rx: [10][19][67][3C][67][2B][FF][34]
25210687 : Rx fail
25210937 : Rx: [10][19][69][41][82][2B][FF][34]
25211187 : Rx: [19][1F][61][54][3B][07][21][33]
25211437 : Rx: [10][19][6B][46][F2][2B][FF][34]
25211687 : Rx: [19][20][5F][60][3C][0C][21][33]
25211937 : Rx: [10][19][6D][4C][61][2C][FF][34]
25212187 : Rx: [19][21][5F][73][3D][13][21][33]
25212437 : Rx: [10][19][6F][51][07][2D][FF][34]
25212687 : Rx: [19][22][63][86][3E][13][21][33]
25212937 : Rx: [10][19][71][57][3F][2D][FF][34]
25213187 : Rx: [19][23][63][9E][3F][18][21][33]
25213437 : Rx fail
25213687 : Rx fail
25213937 : Rx: [10][19][75][62][5B][2D][FF][34]
25214187 : Rx fail
25214437 : Rx: [10][19][77][67][3F][2D][FF][34]
25214687 : Rx: [19][26][67][D7][42][12][21][33]
25214937 : Rx: [10][19][79][6D][76][2D][FF][34]
25215187 : Rx: [19][27][67][E5][43][0E][21][33]
25215437 : Rx: [10][19][7B][72][23][2D][FF][34]
25215687 : Rx: [19][28][68][F6][44][11][21][33]
25215937 : Rx fail
25216187 : Rx: [19][29][68][01][46][0B][21][33]
25216437 : Rx fail
25216687 : Rx: [F0][00][00][00][00][00][00][00]
25216937 : Rx: [10][19][81][83][AE][2D][FF][34]
25217187 : Rx: [19][2A][65][2B][47][2A][21][33]
25217437 : Rx: [10][19][83][89][39][2E][FF][34]
25217687 : Rx: [19][2B][65][4A][48][1F][21][33]
25217937 : Rx: [10][19][85][8E][8C][2E][FF][34]
25218187 : Rx fail
25218437 : Rx: [10][19][87][94][A8][2E][FF][34]
25218687 : Rx: [19][2D][66][83][4A][1B][21][33]
25218937 : Rx: [10][19][89][9A][8C][2E][FF][34]
25219187 : Rx: [19][2E][69][9E][4B][1B][21][33]
25219437 : Rx: [10][19][8B][9F][8C][2E][FF][34]
25219687 : Rx: [19][2F][69][B9][4C][1B][21][33]
25219937 : Rx: [10][19][8D][A5][8C][2E][FF][34]
25220187 : Rx: [19][30][6C][D5][4D][1C][21][33]
25220437 : Rx: [10][19][8F][AB][A8][2E][FF][34]
25220687 : Rx: [19][31][6C][F7][4E][22][21][33]
25220937 : Rx fail
25221187 : Rx: [19][32][67][28][50][31][21][33]
25221437 : Rx: [10][19][93][B8][11][30][FF][34]
25221687 : Rx: [19][33][67][59][51][31][21][33]
25221937 : Rx fail
25222187 : Rx: [19][34][69][84][52][2B][21][33]
25222437 : Rx fail
25222687 : Rx fail
25222937 : Rx: [19][35][69][B2][53][2E][21][33]
25223187 : Rx: [19][36][6D][E0][54][2E][21][33]
25223437 : Rx fail
25223687 : Rx: [19][37][6D][0E][56][2E][21][33]
25223937 : Rx: [10][19][9D][D4][27][31][FF][34]
25224187 : Rx: [19][38][70][3C][57][2E][21][33]
25224437 : Rx: [10][19][9F][DA][43][31][FF][34]
25224687 : Rx: [51][FF][02][14][87][9E][5C][33]
25224937 : Rx: [51][FF][02][14][87][9E][5C][33]
25225187 : Rx: [19][39][72][6E][58][32][21][33]
25225437 : Rx: [10][19][A3][E0][7A][31][FF][34]
25225687 : Rx: [19][3A][72][A0][59][32][21][33]
25225937 : Rx fail
25226187 : Rx: [19][3B][70][CE][5A][2E][21][33]
25226437 : Rx: [10][19][A7][F2][D4][30][FF][34]
25226687 : Rx: [19][3C][70][F3][5B][25][21][33]
25226937 : Rx: [10][19][A9][F8][33][2F][FF][34]
25227187 : Rx: [19][3D][70][63][5C][70][20][33]
25227437 : Rx: [10][19][AB][FD][3F][2D][FF][34]
25227687 : Rx: [19][3E][70][E9][5C][86][20][33]
25227937 : Rx: [10][19][AD][02][82][2B][FF][34]
25228187 : Rx: [19][3F][70][40][5D][57][20][33]
25228437 : Rx: [10][19][AF][07][EE][27][FF][34]
25228687 : Rx: [19][40][70][BB][5D][7B][20][33]
25228937 : Rx: [10][19][B1][0C][31][26][FF][34]
25229187 : Rx fail
25229437 : Rx: [10][19][B3][10][75][24][FF][34]
25229687 : Rx: [19][42][70][65][5E][49][20][33]
25229937 : Rx: [10][19][B5][14][B8][22][FF][34]
25230187 : Rx: [19][43][70][B2][5E][4D][20][33]
25230437 : Rx: [10][19][B7][18][18][21][FF][34]
25230687 : Rx: [19][44][46][F4][5E][42][20][33]
25230937 : Rx: [10][19][B9][1C][F2][1D][FF][34]
25231187 : Rx: [19][45][43][37][5F][43][20][33]
25231437 : Rx fail
25231687 : Rx fail
25231937 : Rx: [10][19][BD][22][B1][1A][FF][34]
25232187 : Rx fail
25232437 : Rx: [10][19][BF][25][64][19][FF][34]
25232687 : Rx: [19][48][35][75][5F][00][20][33]
25232937 : Rx: [10][19][C1][28][DF][17][FF][34]
