*** New Session***
25-7-2018 15:50:14
Product Name: Flux -30
25036937 : Rx: [10][19][B1][3A][3A][12][FF][34]
25037187 : Rx fail
25037437 : Rx: [10][19][B3][3D][8E][12][FF][34]
25037687 : Rx: [19][D9][29][45][5E][57][20][33]
25037937 : Rx: [10][19][B5][3F][56][12][FF][34]
25038187 : Rx fail
25038437 : Rx: [10][19][B7][41][C5][12][FF][34]
25038687 : Rx fail
25038937 : Rx: [10][19][B9][44][FD][12][FF][34]
25039187 : Rx: [19][DC][2B][5B][5F][5D][20][33]
25039437 : Rx: [10][19][BB][46][6C][13][FF][34]
25039687 : Rx: [19][DD][2B][BB][5F][60][20][33]
25039937 : Rx: [10][19][BD][48][50][13][FF][34]
25040187 : Rx: [19][DE][2B][1E][60][63][20][33]
25040437 : Rx: [10][19][BF][4C][6C][13][FF][34]
25040687 : Rx: [19][DF][2B][7D][60][5F][20][33]
25040937 : Rx: [10][19][C1][4E][50][13][FF][34]
25041187 : Rx fail
25041437 : Rx fail
25041687 : Rx fail
25041937 : Rx: [10][19][C5][52][A3][13][FF][34]
25042187 : Rx fail
25042437 : Rx: [10][19][C7][54][DB][13][FF][34]
25042687 : Rx: [19][E3][2B][0D][62][64][20][33]
25042937 : Rx: [10][19][C9][57][88][13][FF][34]
25043187 : Rx: [50][FF][FF][01][59][00][54][0B]
25043437 : Rx: [50][FF][FF][01][59][00][54][0B]
25043687 : Rx: [19][E4][2D][6F][62][62][20][33]
25043937 : Rx: [10][19][CD][5B][88][13][FF][34]
25044187 : Rx: [19][E5][2D][D0][62][61][20][33]
25044437 : Rx: [10][19][CF][5E][6C][13][FF][34]
25044687 : Rx: [19][E6][2D][31][63][61][20][33]
25044937 : Rx: [10][19][D1][60][6C][13][FF][34]
25045187 : Rx: [19][E7][2D][92][63][61][20][33]
25045437 : Rx: [10][19][D3][63][A3][13][FF][34]
25045687 : Rx: [19][E8][2D][F4][63][62][20][33]
25045937 : Rx: [10][19][D5][65][A3][13][FF][34]
25046187 : Rx: [19][E9][2C][56][64][62][20][33]
25046437 : Rx: [10][19][D7][67][A3][13][FF][34]
25046687 : Rx: [19][EA][2C][BA][64][64][20][33]
25046937 : Rx: [10][19][D9][6A][DB][13][FF][34]
25047187 : Rx: [19][EB][2C][18][65][5E][20][33]
25047437 : Rx: [10][19][DB][6C][88][13][FF][34]
25047687 : Rx: [19][EC][2C][7B][65][63][20][33]
25047937 : Rx: [10][19][DD][6F][4A][14][FF][34]
25048187 : Rx: [19][ED][2B][E6][65][6B][20][33]
25048437 : Rx: [10][19][DF][71][DB][13][FF][34]
25048687 : Rx: [19][EE][2B][42][66][5C][20][33]
25048937 : Rx: [10][19][E1][74][12][14][FF][34]
25049187 : Rx: [19][EF][2B][A9][66][67][20][33]
25049437 : Rx: [10][19][E3][76][4A][14][FF][34]
25049687 : Rx: [19][F0][2B][0A][67][61][20][33]
25049937 : Rx: [10][19][E5][78][F7][13][FF][34]
25050187 : Rx: [19][F1][2B][70][67][66][20][33]
25050437 : Rx: [10][19][E7][7B][F7][13][FF][34]
25050687 : Rx: [19][F2][2D][D5][67][65][20][33]
25050937 : Rx: [10][19][E9][7D][BF][13][FF][34]
25051187 : Rx fail
25051437 : Rx fail
25051687 : Rx: [19][F3][2D][36][68][61][20][33]
25051937 : Rx: [10][19][ED][83][F7][13][FF][34]
25052187 : Rx: [19][F4][2D][9B][68][65][20][33]
25052437 : Rx fail
25052687 : Rx fail
25052937 : Rx: [10][19][F1][87][82][14][FF][34]
25053187 : Rx fail
25053437 : Rx fail
25053687 : Rx: [19][F7][2D][E1][69][6E][20][33]
25053937 : Rx: [10][19][F5][8A][F1][14][FF][34]
25054187 : Rx: [19][F8][2D][4B][6A][6A][20][33]
25054437 : Rx: [10][19][F7][8F][D5][14][FF][34]
25054687 : Rx: [19][F9][2D][B5][6A][6A][20][33]
25054937 : Rx: [10][19][F9][91][D5][14][FF][34]
25055187 : Rx: [19][FA][2D][20][6B][6B][20][33]
25055437 : Rx: [10][19][FB][94][B9][14][FF][34]
25055687 : Rx: [19][FB][2D][88][6B][68][20][33]
25055937 : Rx: [10][19][FD][96][0C][15][FF][34]
25056187 : Rx: [19][FC][2D][F5][6B][6D][20][33]
25056437 : Rx: [10][19][FF][99][F1][14][FF][34]
25056687 : Rx: [19][FD][2D][61][6C][6C][20][33]
25056937 : Rx: [10][19][01][9C][0C][15][FF][34]
25057187 : Rx: [19][FE][2D][CF][6C][6E][20][33]
25057437 : Rx: [10][19][03][9E][44][15][FF][34]
25057687 : Rx: [19][FF][2F][39][6D][6A][20][33]
25057937 : Rx: [10][19][05][A1][F1][14][FF][34]
25058187 : Rx: [19][00][2F][A4][6D][6B][20][33]
25058437 : Rx: [10][19][07][A3][0C][15][FF][34]
25058687 : Rx: [19][01][2F][10][6E][6C][20][33]
25058937 : Rx: [10][19][09][A6][F1][14][FF][34]
25059187 : Rx: [19][02][2F][7A][6E][6A][20][33]
25059437 : Rx: [10][19][0B][A8][D5][14][FF][34]
25059687 : Rx: [51][FF][02][14][87][9E][5C][33]
25059937 : Rx: [51][FF][02][14][87][9E][5C][33]
25060187 : Rx fail
25060437 : Rx: [10][19][0F][AD][D5][14][FF][34]
25060687 : Rx: [19][04][31][50][6F][6B][20][33]
25060937 : Rx: [10][19][11][B0][44][15][FF][34]
25061187 : Rx: [19][05][31][C1][6F][71][20][33]
25061437 : Rx: [10][19][13][B3][28][15][FF][34]
25061687 : Rx: [19][06][31][2E][70][6D][20][33]
25061937 : Rx: [10][19][15][B5][28][15][FF][34]
25062187 : Rx: [19][07][30][9D][70][6F][20][33]
25062437 : Rx: [10][19][17][B8][7C][15][FF][34]
25062687 : Rx fail
25062937 : Rx: [10][19][19][BA][97][15][FF][34]
25063187 : Rx: [19][09][30][7C][71][70][20][33]
25063437 : Rx: [10][19][1B][BD][97][15][FF][34]
25063687 : Rx: [19][0A][30][ED][71][71][20][33]
25063937 : Rx: [10][19][1D][C0][B3][15][FF][34]
25064187 : Rx: [19][0B][30][5E][72][71][20][33]
25064437 : Rx: [10][19][1F][C3][97][15][FF][34]
25064687 : Rx fail
25064937 : Rx: [10][19][21][C4][97][15][FF][34]
25065187 : Rx: [19][0D][31][41][73][73][20][33]
25065437 : Rx: [10][19][23][C8][CF][15][FF][34]
25065687 : Rx fail
25065937 : Rx fail
25066187 : Rx: [19][0F][31][27][74][74][20][33]
25066437 : Rx: [10][19][27][CD][22][16][FF][34]
25066687 : Rx fail
25066937 : Rx: [10][19][29][D0][EB][15][FF][34]
25067187 : Rx: [19][11][32][07][75][6F][20][33]
25067437 : Rx: [10][19][2B][D2][CF][15][FF][34]
25067687 : Rx: [19][12][32][79][75][72][20][33]
25067937 : Rx: [10][19][2D][D5][EB][15][FF][34]
25068187 : Rx: [F0][00][00][00][00][00][00][00]
25068437 : Rx: [10][19][2F][D8][97][15][FF][34]
25068687 : Rx: [19][13][32][EA][75][71][20][33]
25068937 : Rx: [10][19][31][DA][B3][15][FF][34]
25069187 : Rx: [19][14][32][5C][76][72][20][33]
25069437 : Rx: [10][19][33][DD][CF][15][FF][34]
25069687 : Rx: [19][15][32][C8][76][6C][20][33]
25069937 : Rx: [10][19][35][E0][CF][15][FF][34]
25070187 : Rx fail
25070437 : Rx fail
25070687 : Rx: [19][16][32][3B][77][73][20][33]
25070937 : Rx: [10][19][39][E5][22][16][FF][34]
25071187 : Rx: [19][18][30][2D][78][7A][20][33]
25071437 : Rx: [10][19][3B][E8][91][16][FF][34]
25071687 : Rx: [19][19][30][A5][78][78][20][33]
25071937 : Rx: [10][19][3D][EB][C9][16][FF][34]
25072187 : Rx fail
25072437 : Rx: [10][19][3F][ED][00][17][FF][34]
25072687 : Rx: [19][1B][30][98][79][7A][20][33]
25072937 : Rx: [10][19][41][EF][00][17][FF][34]
25073187 : Rx: [19][1C][33][16][7A][7E][20][33]
25073437 : Rx: [10][19][43][F3][38][17][FF][34]
25073687 : Rx: [19][1D][33][92][7A][7C][20][33]
25073937 : Rx: [10][19][45][F6][38][17][FF][34]
25074187 : Rx: [19][1E][33][10][7B][7E][20][33]
25074437 : Rx: [10][19][47][F9][70][17][FF][34]
25074687 : Rx: [19][1F][33][8D][7B][7D][20][33]
25074937 : Rx: [10][19][49][FC][8B][17][FF][34]
25075187 : Rx: [19][20][36][0B][7C][7E][20][33]
25075437 : Rx: [10][19][4B][FE][C3][17][FF][34]
25075687 : Rx: [19][21][36][8B][7C][80][20][33]
25075937 : Rx: [10][19][4D][01][DF][17][FF][34]
25076187 : Rx: [50][FF][FF][01][59][00][54][0B]
25076437 : Rx: [50][FF][FF][01][59][00][54][0B]
25076687 : Rx: [19][22][36][0B][7D][80][20][33]
25076937 : Rx: [10][19][51][07][C3][17][FF][34]
25077187 : Rx: [19][23][36][8A][7D][7F][20][33]
25077437 : Rx: [10][19][53][0A][70][17][FF][34]
25077687 : Rx: [19][24][36][08][7E][7E][20][33]
25077937 : Rx: [10][19][55][0E][8B][17][FF][34]
25078187 : Rx: [19][25][36][86][7E][7E][20][33]
25078437 : Rx fail
25078687 : Rx: [19][26][36][05][7F][7F][20][33]
25078937 : Rx fail
25079187 : Rx fail
25079437 : Rx fail
25079687 : Rx: [19][28][3F][08][80][82][20][33]
25079937 : Rx: [10][19][5D][17][FA][17][FF][34]
25080187 : Rx: [19][29][3F][8F][80][87][20][33]
25080437 : Rx: [10][19][5F][1C][6A][18][FF][34]
25080687 : Rx: [19][2A][3F][13][81][84][20][33]
25080937 : Rx: [10][19][61][1F][85][18][FF][34]
25081187 : Rx: [19][2B][41][9C][81][89][20][33]
25081437 : Rx: [10][19][63][22][D9][18][FF][34]
25081687 : Rx: [19][2C][41][24][82][88][20][33]
25081937 : Rx fail
25082187 : Rx: [19][2D][41][AB][82][87][20][33]
25082437 : Rx: [10][19][67][28][F4][18][FF][34]
25082687 : Rx: [19][2E][41][33][83][88][20][33]
25082937 : Rx: [10][19][69][2B][F4][18][FF][34]
25083187 : Rx: [19][2F][3B][BD][83][8A][20][33]
25083437 : Rx: [10][19][6B][2E][2C][19][FF][34]
25083687 : Rx: [19][30][3B][47][84][8A][20][33]
25083937 : Rx: [10][19][6D][31][48][19][FF][34]
25084187 : Rx fail
25084437 : Rx: [10][19][6F][34][2C][19][FF][34]
25084687 : Rx: [F0][00][00][00][00][00][00][00]
25084937 : Rx: [10][19][71][37][2C][19][FF][34]
25085187 : Rx: [19][32][3B][5C][85][8A][20][33]
25085437 : Rx: [10][19][73][3A][48][19][FF][34]
25085687 : Rx: [19][33][3B][E3][85][87][20][33]
25085937 : Rx: [10][19][75][3D][10][19][FF][34]
25086187 : Rx: [19][34][3B][65][86][82][20][33]
25086437 : Rx: [10][19][77][40][BD][18][FF][34]
25086687 : Rx: [19][35][3B][E1][86][7C][20][33]
25086937 : Rx: [10][19][79][43][16][18][FF][34]
25087187 : Rx: [19][36][39][61][87][80][20][33]
25087437 : Rx: [10][19][7B][46][16][18][FF][34]
25087687 : Rx: [19][37][39][E3][87][82][20][33]
25087937 : Rx: [10][19][7D][49][4E][18][FF][34]
25088187 : Rx: [19][38][39][67][88][84][20][33]
25088437 : Rx: [10][19][7F][4C][4E][18][FF][34]
25088687 : Rx: [19][39][39][EB][88][84][20][33]
25088937 : Rx: [10][19][81][4F][6A][18][FF][34]
25089187 : Rx: [19][3A][38][74][89][89][20][33]
25089437 : Rx fail
25089687 : Rx: [10][19][83][52][BD][18][FF][34]
25089937 : Rx: [10][19][85][55][BD][18][FF][34]
25090187 : Rx: [19][3C][38][80][8A][86][20][33]
25090437 : Rx fail
25090687 : Rx: [19][3D][41][0E][8B][8E][20][33]
25090937 : Rx: [10][19][89][5B][64][19][FF][34]
25091187 : Rx: [19][3E][41][9A][8B][8C][20][33]
25091437 : Rx: [10][19][8B][5E][7F][19][FF][34]
25091687 : Rx: [19][3F][41][25][8C][8B][20][33]
25091937 : Rx: [10][19][8D][60][64][19][FF][34]
25092187 : Rx: [19][40][41][B1][8C][8C][20][33]
25092437 : Rx fail
25092687 : Rx fail
25092937 : Rx: [51][FF][02][14][87][9E][5C][33]
25093187 : Rx: [19][41][43][3C][8D][8B][20][33]
25093437 : Rx: [10][19][93][6A][64][19][FF][34]
25093687 : Rx: [19][42][43][D1][8D][95][20][33]
25093937 : Rx: [10][19][95][6E][EE][19][FF][34]
25094187 : Rx: [19][43][43][61][8E][90][20][33]
25094437 : Rx: [10][19][97][71][26][1A][FF][34]
25094687 : Rx: [19][44][3D][F2][8E][91][20][33]
25094937 : Rx: [10][19][99][74][42][1A][FF][34]
25095187 : Rx: [19][45][3D][83][8F][91][20][33]
25095437 : Rx: [10][19][9B][77][79][1A][FF][34]
25095687 : Rx: [19][46][3D][18][90][95][20][33]
25095937 : Rx: [10][19][9D][7B][B1][1A][FF][34]
25096187 : Rx: [19][47][3D][AC][90][94][20][33]
25096437 : Rx: [10][19][9F][7E][B1][1A][FF][34]
25096687 : Rx: [19][48][4A][41][91][95][20][33]
25096937 : Rx: [10][19][A1][81][95][1A][FF][34]
25097187 : Rx: [19][49][4A][D4][91][93][20][33]
25097437 : Rx: [10][19][A3][84][95][1A][FF][34]
25097687 : Rx: [19][4A][4A][67][92][93][20][33]
25097937 : Rx: [10][19][A5][88][B1][1A][FF][34]
25098187 : Rx: [19][4B][55][FA][92][93][20][33]
25098437 : Rx: [10][19][A7][8B][95][1A][FF][34]
25098687 : Rx: [19][4C][55][8F][93][95][20][33]
25098937 : Rx: [10][19][A9][8E][CD][1A][FF][34]
25099187 : Rx: [19][4D][55][24][94][95][20][33]
25099437 : Rx fail
25099687 : Rx: [19][4E][55][B9][94][95][20][33]
25099937 : Rx: [10][19][AD][95][CD][1A][FF][34]
25100187 : Rx: [19][4F][50][4E][95][95][20][33]
25100437 : Rx: [10][19][AF][98][B1][1A][FF][34]
25100687 : Rx: [19][50][50][E3][95][95][20][33]
25100937 : Rx: [10][19][B1][9B][CD][1A][FF][34]
25101187 : Rx: [F0][00][00][00][00][00][00][00]
25101437 : Rx: [10][19][B3][9E][CD][1A][FF][34]
25101687 : Rx: [19][51][48][77][96][94][20][33]
25101937 : Rx: [10][19][B5][A2][95][1A][FF][34]
25102187 : Rx: [19][52][48][0A][97][93][20][33]
25102437 : Rx: [10][19][B7][A5][B1][1A][FF][34]
25102687 : Rx: [19][53][48][9F][97][95][20][33]
25102937 : Rx: [10][19][B9][A8][B1][1A][FF][34]
25103187 : Rx fail
25103437 : Rx: [10][19][BB][AB][B1][1A][FF][34]
25103687 : Rx: [19][55][44][CC][98][99][20][33]
25103937 : Rx: [10][19][BD][AF][20][1B][FF][34]
25104187 : Rx: [19][56][44][64][99][98][20][33]
25104437 : Rx: [10][19][BF][B3][58][1B][FF][34]
25104687 : Rx: [19][57][44][FD][99][99][20][33]
25104937 : Rx fail
25105187 : Rx: [19][58][40][99][9A][9C][20][33]
25105437 : Rx fail
25105687 : Rx: [19][59][40][37][9B][9E][20][33]
25105937 : Rx: [10][19][C5][BC][E2][1B][FF][34]
25106187 : Rx fail
25106437 : Rx: [10][19][C7][BF][C7][1B][FF][34]
25106687 : Rx fail
25106937 : Rx: [10][19][C9][C3][E2][1B][FF][34]
25107187 : Rx: [19][5C][3E][0C][9D][9E][20][33]
25107437 : Rx: [10][19][CB][C6][FE][1B][FF][34]
25107687 : Rx: [19][5D][3E][AA][9D][9E][20][33]
25107937 : Rx: [10][19][CD][CA][FE][1B][FF][34]
25108187 : Rx: [19][5E][3E][48][9E][9E][20][33]
25108437 : Rx fail
25108687 : Rx: [10][19][CF][CD][FE][1B][FF][34]
25108937 : Rx: [10][19][D1][D1][52][1C][FF][34]
25109187 : Rx: [50][FF][FF][01][59][00][54][0B]
25109437 : Rx: [50][FF][FF][01][59][00][54][0B]
25109687 : Rx: [19][60][3C][89][9F][9F][20][33]
25109937 : Rx: [10][19][D5][D7][FE][1B][FF][34]
25110187 : Rx: [19][61][3C][27][A0][9E][20][33]
25110437 : Rx: [10][19][D7][DB][1A][1C][FF][34]
25110687 : Rx: [19][62][3E][C5][A0][9E][20][33]
25110937 : Rx: [10][19][D9][DD][1A][1C][FF][34]
25111187 : Rx: [19][63][3E][63][A1][9E][20][33]
25111437 : Rx: [10][19][DB][E2][C1][1C][FF][34]
25111687 : Rx: [19][64][3E][07][A2][A4][20][33]
25111937 : Rx: [10][19][DD][E5][C1][1C][FF][34]
25112187 : Rx: [19][65][41][AA][A2][A3][20][33]
25112437 : Rx: [10][19][DF][E9][DC][1C][FF][34]
25112687 : Rx: [19][66][41][4B][A3][A1][20][33]
25112937 : Rx: [10][19][E1][EC][A5][1C][FF][34]
25113187 : Rx: [19][67][41][E2][A3][97][20][33]
25113437 : Rx: [10][19][E3][F0][36][1C][FF][34]
25113687 : Rx: [19][68][40][86][A4][A4][20][33]
25113937 : Rx: [10][19][E5][F3][DC][1C][FF][34]
25114187 : Rx: [19][69][40][2C][A5][A6][20][33]
25114437 : Rx: [10][19][E7][F7][C1][1C][FF][34]
25114687 : Rx: [19][6A][40][CF][A5][A3][20][33]
25114937 : Rx fail
25115187 : Rx: [19][6B][40][6E][A6][9F][20][33]
25115437 : Rx: [10][19][EB][FE][52][1C][FF][34]
25115687 : Rx: [19][6C][3E][0E][A7][A0][20][33]
25115937 : Rx: [10][19][ED][01][52][1C][FF][34]
25116187 : Rx: [19][6D][3E][AD][A7][9F][20][33]
25116437 : Rx: [10][19][EF][05][52][1C][FF][34]
25116687 : Rx: [19][6E][3E][4D][A8][A0][20][33]
25116937 : Rx: [10][19][F1][09][52][1C][FF][34]
25117187 : Rx: [19][6F][3F][EC][A8][9F][20][33]
25117437 : Rx: [10][19][F3][0B][52][1C][FF][34]
25117687 : Rx: [F0][00][00][00][00][00][00][00]
25117937 : Rx: [10][19][F5][10][A5][1C][FF][34]
25118187 : Rx: [19][70][3F][8F][A9][A3][20][33]
25118437 : Rx fail
25118687 : Rx fail
25118937 : Rx: [10][19][F9][16][DC][1C][FF][34]
25119187 : Rx fail
25119437 : Rx fail
25119687 : Rx fail
25119937 : Rx: [10][19][FD][1D][DC][1C][FF][34]
25120187 : Rx: [19][74][41][19][AC][A2][20][33]
25120437 : Rx: [10][19][FF][20][F8][1C][FF][34]
25120687 : Rx: [19][75][42][BC][AC][A3][20][33]
25120937 : Rx: [10][19][01][24][F8][1C][FF][34]
25121187 : Rx: [19][76][42][64][AD][A8][20][33]
25121437 : Rx: [10][19][03][28][67][1D][FF][34]
25121687 : Rx: [19][77][42][0A][AE][A6][20][33]
25121937 : Rx: [10][19][05][2B][83][1D][FF][34]
25122187 : Rx: [19][78][43][B1][AE][A7][20][33]
25122437 : Rx: [10][19][07][2F][83][1D][FF][34]
25122687 : Rx: [19][79][43][58][AF][A7][20][33]
25122937 : Rx: [10][19][09][32][83][1D][FF][34]
25123187 : Rx: [19][7A][43][FE][AF][A6][20][33]
25123437 : Rx: [10][19][0B][36][30][1D][FF][34]
25123687 : Rx: [19][7B][43][A0][B0][A2][20][33]
25123937 : Rx fail
25124187 : Rx: [19][7C][43][45][B1][A5][20][33]
25124437 : Rx: [10][19][0F][3D][4C][1D][FF][34]
25124687 : Rx: [19][7D][43][EB][B1][A6][20][33]
25124937 : Rx: [10][19][11][41][67][1D][FF][34]
25125187 : Rx: [19][7E][43][91][B2][A6][20][33]
25125437 : Rx: [10][19][13][44][4C][1D][FF][34]
25125687 : Rx: [51][FF][02][14][87][9E][5C][33]
25125937 : Rx: [51][FF][02][14][87][9E][5C][33]
25126187 : Rx: [19][7F][43][38][B3][A7][20][33]
25126437 : Rx: [10][19][17][4B][83][1D][FF][34]
25126687 : Rx: [19][80][43][DF][B3][A7][20][33]
25126937 : Rx: [10][19][19][4F][9F][1D][FF][34]
25127187 : Rx: [19][81][43][87][B4][A8][20][33]
25127437 : Rx fail
25127687 : Rx fail
25127937 : Rx: [10][19][1B][53][9F][1D][FF][34]
25128187 : Rx: [19][83][43][DA][B5][AA][20][33]
25128437 : Rx: [10][19][1F][5A][2A][1E][FF][34]
25128687 : Rx: [19][84][44][87][B6][AD][20][33]
25128937 : Rx: [10][19][21][5E][7D][1E][FF][34]
25129187 : Rx: [19][85][44][37][B7][B0][20][33]
25129437 : Rx: [10][19][23][61][99][1E][FF][34]
25129687 : Rx: [19][86][44][EA][B7][B3][20][33]
25129937 : Rx: [10][19][25][63][EC][1E][FF][34]
25130187 : Rx: [19][87][44][9D][B8][B3][20][33]
25130437 : Rx: [10][19][27][69][08][1F][FF][34]
25130687 : Rx: [19][88][45][4E][B9][B1][20][33]
25130937 : Rx: [10][19][29][6B][EC][1E][FF][34]
25131187 : Rx: [19][89][45][FE][B9][B0][20][33]
25131437 : Rx: [10][19][2B][70][99][1E][FF][34]
25131687 : Rx fail
25131937 : Rx fail
25132187 : Rx: [19][8B][46][53][BB][A9][20][33]
25132437 : Rx fail
25132687 : Rx fail
25132937 : Rx: [10][19][31][7B][0E][1E][FF][34]
25133187 : Rx: [19][8D][46][A8][BC][AB][20][33]
25133437 : Rx: [10][19][33][7F][61][1E][FF][34]
25133687 : Rx: [19][8E][44][56][BD][AE][20][33]
25133937 : Rx: [10][19][35][83][7D][1E][FF][34]
25134187 : Rx: [F0][00][00][00][00][00][00][00]
25134437 : Rx: [10][19][37][86][99][1E][FF][34]
25134687 : Rx: [19][8F][44][FF][BD][A9][20][33]
25134937 : Rx: [10][19][39][8A][46][1E][FF][34]
25135187 : Rx: [19][90][44][AF][BE][B0][20][33]
25135437 : Rx: [10][19][3B][8E][99][1E][FF][34]
25135687 : Rx: [19][91][44][5A][BF][AB][20][33]
25135937 : Rx: [10][19][3D][92][99][1E][FF][34]
25136187 : Rx: [19][92][44][09][C0][AF][20][33]
25136437 : Rx: [10][19][3F][95][B5][1E][FF][34]
25136687 : Rx: [19][93][43][B8][C0][AF][20][33]
25136937 : Rx fail
25137187 : Rx: [19][94][43][69][C1][B1][20][33]
25137437 : Rx: [10][19][43][9D][EC][1E][FF][34]
25137687 : Rx: [19][95][43][1A][C2][B1][20][33]
25137937 : Rx fail
25138187 : Rx: [19][96][42][CB][C2][B1][20][33]
25138437 : Rx: [10][19][47][A4][40][1F][FF][34]
25138687 : Rx: [19][97][42][80][C3][B5][20][33]
25138937 : Rx: [10][19][49][A8][93][1F][FF][34]
25139187 : Rx: [19][98][42][38][C4][B8][20][33]
25139437 : Rx: [10][19][4B][AC][AF][1F][FF][34]
25139687 : Rx: [19][99][46][F0][C4][B8][20][33]
25139937 : Rx: [10][19][4D][B0][E6][1F][FF][34]
25140187 : Rx: [19][9A][46][A8][C5][B8][20][33]
25140437 : Rx: [10][19][4F][B4][E6][1F][FF][34]
25140687 : Rx: [19][9B][46][5F][C6][B7][20][33]
25140937 : Rx: [10][19][51][B8][CA][1F][FF][34]
25141187 : Rx fail
25141437 : Rx: [19][9C][48][16][C7][B7][20][33]
25141687 : Rx: [19][9D][48][CD][C7][B7][20][33]
25141937 : Rx fail
25142187 : Rx: [10][19][55][C0][CA][1F][FF][34]
25142437 : Rx: [50][FF][FF][01][59][00][54][0B]
25142687 : Rx fail
25142937 : Rx: [19][9E][48][83][C8][B6][20][33]
25143187 : Rx: [19][9F][48][39][C9][B6][20][33]
25143437 : Rx fail
25143687 : Rx: [10][19][5B][CB][CA][1F][FF][34]
25143937 : Rx: [10][19][5D][CF][AF][1F][FF][34]
25144187 : Rx fail
25144437 : Rx fail
25144687 : Rx: [19][A1][48][A8][CA][B9][20][33]
25144937 : Rx fail
25145187 : Rx fail
25145437 : Rx: [10][19][61][D7][02][20][FF][34]
25145687 : Rx fail
25145937 : Rx fail
25146187 : Rx: [19][A4][49][D5][CC][BA][20][33]
25146437 : Rx fail
25146687 : Rx fail
25146937 : Rx fail
25147187 : Rx fail
25147437 : Rx fail
25147687 : Rx: [19][A7][4A][0A][CF][BC][20][33]
25147937 : Rx: [10][19][6D][EF][E0][20][FF][34]
25148187 : Rx: [19][A9][4A][86][D0][BE][20][33]
25148437 : Rx: [10][19][6F][F3][FC][20][FF][34]
25148687 : Rx: [19][AA][4B][46][D1][C0][20][33]
25148937 : Rx: [10][19][71][F5][FC][20][FF][34]
25149187 : Rx: [19][AB][4B][06][D2][C0][20][33]
25149437 : Rx: [10][19][73][FB][18][21][FF][34]
25149687 : Rx: [19][AC][4B][C8][D2][C2][20][33]
25149937 : Rx: [10][19][75][FF][4F][21][FF][34]
25150187 : Rx: [19][AD][4C][89][D3][C1][20][33]
25150437 : Rx: [10][19][77][03][87][21][FF][34]
25150687 : Rx: [F0][00][00][00][00][00][00][00]
25150937 : Rx: [10][19][79][07][87][21][FF][34]
25151187 : Rx: [19][AE][4C][4B][D4][C2][20][33]
25151437 : Rx: [10][19][7B][0B][DA][21][FF][34]
25151687 : Rx: [19][AF][4D][0F][D5][C4][20][33]
25151937 : Rx: [10][19][7D][0F][BE][21][FF][34]
25152187 : Rx: [19][B0][4D][D7][D5][C8][20][33]
25152437 : Rx: [10][19][7F][13][12][22][FF][34]
25152687 : Rx: [19][B1][4D][9D][D6][C6][20][33]
25152937 : Rx: [10][19][81][17][49][22][FF][34]
25153187 : Rx: [19][B2][4D][68][D7][CB][20][33]
25153437 : Rx: [10][19][83][1C][2E][22][FF][34]
25153687 : Rx: [19][B3][4D][30][D8][C8][20][33]
25153937 : Rx: [10][19][85][20][49][22][FF][34]
25154187 : Rx fail
25154437 : Rx: [10][19][87][24][65][22][FF][34]
25154687 : Rx: [19][B5][4E][C2][D9][C9][20][33]
25154937 : Rx fail
25155187 : Rx: [19][B6][4E][8C][DA][CA][20][33]
25155437 : Rx: [10][19][8B][2C][81][22][FF][34]
25155687 : Rx: [19][B7][4E][57][DB][CB][20][33]
25155937 : Rx: [10][19][8D][30][9D][22][FF][34]
25156187 : Rx: [19][B8][4E][22][DC][CB][20][33]
25156437 : Rx: [10][19][8F][35][D4][22][FF][34]
25156687 : Rx: [19][B9][4E][EE][DC][CC][20][33]
25156937 : Rx: [10][19][91][39][B8][22][FF][34]
25157187 : Rx fail
25157437 : Rx: [10][19][93][3E][D4][22][FF][34]
25157687 : Rx: [19][BB][51][86][DE][CC][20][33]
25157937 : Rx: [10][19][95][40][D4][22][FF][34]
25158187 : Rx: [19][BC][51][52][DF][CC][20][33]
25158437 : Rx: [10][19][97][47][D4][22][FF][34]
25158687 : Rx: [51][FF][02][14][87][9E][5C][33]
25158937 : Rx: [51][FF][02][14][87][9E][5C][33]
25159187 : Rx: [19][BD][51][1E][E0][CC][20][33]
25159437 : Rx fail
25159687 : Rx: [19][BE][51][EB][E0][CD][20][33]
25159937 : Rx fail
25160187 : Rx fail
25160437 : Rx: [10][19][9F][57][D4][22][FF][34]
25160687 : Rx: [19][C0][51][84][E2][CC][20][33]
25160937 : Rx fail
25161187 : Rx: [19][C1][51][51][E3][CD][20][33]
25161437 : Rx: [10][19][A3][5F][0C][23][FF][34]
25161687 : Rx: [19][C2][51][1E][E4][CD][20][33]
25161937 : Rx: [10][19][A5][63][F0][22][FF][34]
25162187 : Rx: [19][C3][51][EB][E4][CD][20][33]
25162437 : Rx: [10][19][A7][68][0C][23][FF][34]
25162687 : Rx: [19][C4][4E][B9][E5][CE][20][33]
25162937 : Rx: [10][19][A9][6C][7B][23][FF][34]
25163187 : Rx: [19][C5][4E][8E][E6][D5][20][33]
25163437 : Rx: [10][19][AB][6E][7B][23][FF][34]
25163687 : Rx: [19][C6][4E][60][E7][D2][20][33]
25163937 : Rx: [10][19][AD][75][3D][24][FF][34]
25164187 : Rx: [19][C7][51][42][E8][E2][20][33]
25164437 : Rx fail
25164687 : Rx: [19][C8][51][1A][E9][D8][20][33]
25164937 : Rx: [10][19][B1][7B][91][24][FF][34]
